plot,habtype,MajorHab,habitat_name,MajorHabName
28,7220,72,Kildevæld,Kær/Mose/Eng
488139,7230,72,Rigkær,Kær/Mose/Eng
490840,7230,72,Rigkær,Kær/Mose/Eng
491679,2130,21,Grå/grøn klit,Klit/Strand
492378,7110,71,Højmose,Kær/Mose/Eng
492398,7110,71,Højmose,Kær/Mose/Eng
532652,7140,71,Hængesæk,Kær/Mose/Eng
537456,6210,62,Kalkoverdrev,Græsland/Overdrev
555107,6200,62,NA,Græsland/Overdrev
555636,6410,64,Tidvis våd eng,Kær/Mose/Eng
558433,6200,62,NA,Græsland/Overdrev
675467,1330,13,Strandeng,Strandeng
684106,2190,21,Klitlavning,Klit/Strand
684108,2190,21,Klitlavning,Klit/Strand
684118,2190,21,Klitlavning,Klit/Strand
684122,2190,21,Klitlavning,Klit/Strand
684130,2190,21,Klitlavning,Klit/Strand
684340,2190,21,Klitlavning,Klit/Strand
487841,1330,13,Strandeng,Strandeng
487842,1330,13,Strandeng,Strandeng
487843,1330,13,Strandeng,Strandeng
487844,1330,13,Strandeng,Strandeng
487845,1330,13,Strandeng,Strandeng
487846,1330,13,Strandeng,Strandeng
487847,1330,13,Strandeng,Strandeng
487848,1330,13,Strandeng,Strandeng
487849,1330,13,Strandeng,Strandeng
487851,1330,13,Strandeng,Strandeng
487852,1330,13,Strandeng,Strandeng
487853,1330,13,Strandeng,Strandeng
487855,1330,13,Strandeng,Strandeng
487856,1330,13,Strandeng,Strandeng
487859,1330,13,Strandeng,Strandeng
487861,1330,13,Strandeng,Strandeng
487862,1330,13,Strandeng,Strandeng
487863,1330,13,Strandeng,Strandeng
487864,1330,13,Strandeng,Strandeng
487865,1330,13,Strandeng,Strandeng
487866,1330,13,Strandeng,Strandeng
487867,1330,13,Strandeng,Strandeng
487868,1330,13,Strandeng,Strandeng
487870,1330,13,Strandeng,Strandeng
487871,1330,13,Strandeng,Strandeng
487874,1330,13,Strandeng,Strandeng
487875,1330,13,Strandeng,Strandeng
487877,1300,13,NA,Strandeng
487878,1330,13,Strandeng,Strandeng
487880,1330,13,Strandeng,Strandeng
487881,1330,13,Strandeng,Strandeng
487882,1330,13,Strandeng,Strandeng
487883,1330,13,Strandeng,Strandeng
487884,1330,13,Strandeng,Strandeng
487885,1330,13,Strandeng,Strandeng
487886,1330,13,Strandeng,Strandeng
487887,1330,13,Strandeng,Strandeng
487889,1330,13,Strandeng,Strandeng
487890,1330,13,Strandeng,Strandeng
487891,1330,13,Strandeng,Strandeng
487893,1330,13,Strandeng,Strandeng
487894,1330,13,Strandeng,Strandeng
487895,1330,13,Strandeng,Strandeng
487896,1330,13,Strandeng,Strandeng
487897,1330,13,Strandeng,Strandeng
487898,1330,13,Strandeng,Strandeng
487899,1330,13,Strandeng,Strandeng
487901,1340,13,Indlandssalteng,Strandeng
487902,1340,13,Indlandssalteng,Strandeng
487903,6400,64,NA,Kær/Mose/Eng
487904,1340,13,Indlandssalteng,Strandeng
487905,1340,13,Indlandssalteng,Strandeng
487906,6410,64,Tidvis våd eng,Kær/Mose/Eng
487907,1300,13,NA,Strandeng
487908,1340,13,Indlandssalteng,Strandeng
487909,1340,13,Indlandssalteng,Strandeng
487910,6400,64,NA,Kær/Mose/Eng
487911,7200,72,NA,Kær/Mose/Eng
487912,1340,13,Indlandssalteng,Strandeng
487913,1340,13,Indlandssalteng,Strandeng
487914,6410,64,Tidvis våd eng,Kær/Mose/Eng
487915,1340,13,Indlandssalteng,Strandeng
487916,1340,13,Indlandssalteng,Strandeng
487917,1340,13,Indlandssalteng,Strandeng
487918,1340,13,Indlandssalteng,Strandeng
487919,1340,13,Indlandssalteng,Strandeng
487920,1300,13,NA,Strandeng
487921,1340,13,Indlandssalteng,Strandeng
487922,1340,13,Indlandssalteng,Strandeng
487923,1340,13,Indlandssalteng,Strandeng
487924,1340,13,Indlandssalteng,Strandeng
487925,1340,13,Indlandssalteng,Strandeng
487926,6410,64,Tidvis våd eng,Kær/Mose/Eng
487927,1300,13,NA,Strandeng
487928,6400,64,NA,Kær/Mose/Eng
487929,1340,13,Indlandssalteng,Strandeng
487930,1340,13,Indlandssalteng,Strandeng
487931,1340,13,Indlandssalteng,Strandeng
487932,6410,64,Tidvis våd eng,Kær/Mose/Eng
487933,6400,64,NA,Kær/Mose/Eng
487934,6400,64,NA,Kær/Mose/Eng
487935,1340,13,Indlandssalteng,Strandeng
487936,1340,13,Indlandssalteng,Strandeng
487937,1340,13,Indlandssalteng,Strandeng
487938,6400,64,NA,Kær/Mose/Eng
487939,1340,13,Indlandssalteng,Strandeng
487940,6410,64,Tidvis våd eng,Kær/Mose/Eng
487941,1340,13,Indlandssalteng,Strandeng
487942,6400,64,NA,Kær/Mose/Eng
487943,2130,21,Grå/grøn klit,Klit/Strand
487944,2130,21,Grå/grøn klit,Klit/Strand
487945,2130,21,Grå/grøn klit,Klit/Strand
487946,2130,21,Grå/grøn klit,Klit/Strand
487947,2130,21,Grå/grøn klit,Klit/Strand
487948,2130,21,Grå/grøn klit,Klit/Strand
487949,2130,21,Grå/grøn klit,Klit/Strand
487950,NA,NA,NA,NA
487951,2130,21,Grå/grøn klit,Klit/Strand
487952,2130,21,Grå/grøn klit,Klit/Strand
487953,2130,21,Grå/grøn klit,Klit/Strand
487954,2130,21,Grå/grøn klit,Klit/Strand
487955,2130,21,Grå/grøn klit,Klit/Strand
487956,2130,21,Grå/grøn klit,Klit/Strand
487957,2130,21,Grå/grøn klit,Klit/Strand
487958,2130,21,Grå/grøn klit,Klit/Strand
487959,2130,21,Grå/grøn klit,Klit/Strand
487960,2130,21,Grå/grøn klit,Klit/Strand
487961,2130,21,Grå/grøn klit,Klit/Strand
487962,2190,21,Klitlavning,Klit/Strand
487963,2130,21,Grå/grøn klit,Klit/Strand
487965,6400,64,NA,Kær/Mose/Eng
487966,2190,21,Klitlavning,Klit/Strand
487967,2130,21,Grå/grøn klit,Klit/Strand
487968,2130,21,Grå/grøn klit,Klit/Strand
487969,2130,21,Grå/grøn klit,Klit/Strand
487970,2130,21,Grå/grøn klit,Klit/Strand
487971,2130,21,Grå/grøn klit,Klit/Strand
487972,2130,21,Grå/grøn klit,Klit/Strand
487973,6400,64,NA,Kær/Mose/Eng
487974,2130,21,Grå/grøn klit,Klit/Strand
487975,NA,NA,NA,NA
487976,2130,21,Grå/grøn klit,Klit/Strand
487977,2130,21,Grå/grøn klit,Klit/Strand
487978,2130,21,Grå/grøn klit,Klit/Strand
487979,2130,21,Grå/grøn klit,Klit/Strand
487980,2130,21,Grå/grøn klit,Klit/Strand
487981,2130,21,Grå/grøn klit,Klit/Strand
487982,2130,21,Grå/grøn klit,Klit/Strand
539687,2130,21,Grå/grøn klit,Klit/Strand
487983,2130,21,Grå/grøn klit,Klit/Strand
487984,2130,21,Grå/grøn klit,Klit/Strand
487985,2130,21,Grå/grøn klit,Klit/Strand
487986,2130,21,Grå/grøn klit,Klit/Strand
487987,2130,21,Grå/grøn klit,Klit/Strand
487988,2140,21,Klithede,Klit/Strand
487989,2130,21,Grå/grøn klit,Klit/Strand
487990,2130,21,Grå/grøn klit,Klit/Strand
487991,2130,21,Grå/grøn klit,Klit/Strand
487992,2130,21,Grå/grøn klit,Klit/Strand
487993,2130,21,Grå/grøn klit,Klit/Strand
487994,2130,21,Grå/grøn klit,Klit/Strand
487995,2130,21,Grå/grøn klit,Klit/Strand
487996,2130,21,Grå/grøn klit,Klit/Strand
487997,2130,21,Grå/grøn klit,Klit/Strand
487998,2130,21,Grå/grøn klit,Klit/Strand
487999,2130,21,Grå/grøn klit,Klit/Strand
488000,2130,21,Grå/grøn klit,Klit/Strand
488001,2140,21,Klithede,Klit/Strand
488002,2130,21,Grå/grøn klit,Klit/Strand
488003,2130,21,Grå/grøn klit,Klit/Strand
488004,2130,21,Grå/grøn klit,Klit/Strand
488005,2130,21,Grå/grøn klit,Klit/Strand
488006,2130,21,Grå/grøn klit,Klit/Strand
488007,2130,21,Grå/grøn klit,Klit/Strand
488008,2130,21,Grå/grøn klit,Klit/Strand
488009,2140,21,Klithede,Klit/Strand
488010,2130,21,Grå/grøn klit,Klit/Strand
488011,2140,21,Klithede,Klit/Strand
488012,2130,21,Grå/grøn klit,Klit/Strand
488013,2140,21,Klithede,Klit/Strand
488014,2130,21,Grå/grøn klit,Klit/Strand
488015,2130,21,Grå/grøn klit,Klit/Strand
488016,2130,21,Grå/grøn klit,Klit/Strand
488017,2130,21,Grå/grøn klit,Klit/Strand
488018,2140,21,Klithede,Klit/Strand
488019,2130,21,Grå/grøn klit,Klit/Strand
488020,2130,21,Grå/grøn klit,Klit/Strand
488021,2130,21,Grå/grøn klit,Klit/Strand
488022,2130,21,Grå/grøn klit,Klit/Strand
488023,2140,21,Klithede,Klit/Strand
488024,2140,21,Klithede,Klit/Strand
488025,2140,21,Klithede,Klit/Strand
488026,2140,21,Klithede,Klit/Strand
488027,2140,21,Klithede,Klit/Strand
488028,2140,21,Klithede,Klit/Strand
488029,2140,21,Klithede,Klit/Strand
488030,2140,21,Klithede,Klit/Strand
488031,2140,21,Klithede,Klit/Strand
488032,2140,21,Klithede,Klit/Strand
488033,2140,21,Klithede,Klit/Strand
488034,2140,21,Klithede,Klit/Strand
488035,2140,21,Klithede,Klit/Strand
488036,2140,21,Klithede,Klit/Strand
488037,2140,21,Klithede,Klit/Strand
488038,2140,21,Klithede,Klit/Strand
488039,2140,21,Klithede,Klit/Strand
488040,2140,21,Klithede,Klit/Strand
488041,2140,21,Klithede,Klit/Strand
488042,2140,21,Klithede,Klit/Strand
488043,2140,21,Klithede,Klit/Strand
488044,2140,21,Klithede,Klit/Strand
488045,2140,21,Klithede,Klit/Strand
488046,2140,21,Klithede,Klit/Strand
488047,2140,21,Klithede,Klit/Strand
488048,2140,21,Klithede,Klit/Strand
488049,2140,21,Klithede,Klit/Strand
488050,2140,21,Klithede,Klit/Strand
488051,2140,21,Klithede,Klit/Strand
488052,2140,21,Klithede,Klit/Strand
488053,2140,21,Klithede,Klit/Strand
488054,2140,21,Klithede,Klit/Strand
488055,2140,21,Klithede,Klit/Strand
488056,2140,21,Klithede,Klit/Strand
488057,2140,21,Klithede,Klit/Strand
488058,2140,21,Klithede,Klit/Strand
533498,2140,21,Klithede,Klit/Strand
533499,2140,21,Klithede,Klit/Strand
533500,2130,21,Grå/grøn klit,Klit/Strand
533501,2140,21,Klithede,Klit/Strand
488059,2140,21,Klithede,Klit/Strand
488060,2140,21,Klithede,Klit/Strand
488061,2140,21,Klithede,Klit/Strand
488062,2140,21,Klithede,Klit/Strand
488063,2140,21,Klithede,Klit/Strand
488064,2140,21,Klithede,Klit/Strand
488065,2140,21,Klithede,Klit/Strand
488066,2140,21,Klithede,Klit/Strand
488067,2140,21,Klithede,Klit/Strand
488068,2140,21,Klithede,Klit/Strand
488069,2140,21,Klithede,Klit/Strand
488070,2140,21,Klithede,Klit/Strand
488071,2140,21,Klithede,Klit/Strand
488072,2140,21,Klithede,Klit/Strand
488073,2140,21,Klithede,Klit/Strand
488074,2140,21,Klithede,Klit/Strand
488075,2140,21,Klithede,Klit/Strand
488076,NA,NA,NA,NA
488077,2140,21,Klithede,Klit/Strand
488078,2140,21,Klithede,Klit/Strand
488079,2140,21,Klithede,Klit/Strand
488080,2140,21,Klithede,Klit/Strand
488081,2140,21,Klithede,Klit/Strand
488082,2140,21,Klithede,Klit/Strand
488083,2140,21,Klithede,Klit/Strand
488084,2140,21,Klithede,Klit/Strand
488085,2140,21,Klithede,Klit/Strand
488086,2140,21,Klithede,Klit/Strand
488087,2140,21,Klithede,Klit/Strand
488088,2140,21,Klithede,Klit/Strand
488089,NA,NA,NA,NA
488090,2140,21,Klithede,Klit/Strand
488091,2140,21,Klithede,Klit/Strand
488092,2140,21,Klithede,Klit/Strand
488093,2140,21,Klithede,Klit/Strand
488094,NA,NA,NA,NA
488095,2140,21,Klithede,Klit/Strand
488096,2140,21,Klithede,Klit/Strand
488097,2140,21,Klithede,Klit/Strand
488098,2140,21,Klithede,Klit/Strand
488099,2140,21,Klithede,Klit/Strand
488100,2190,21,Klitlavning,Klit/Strand
488101,2190,21,Klitlavning,Klit/Strand
488102,2190,21,Klitlavning,Klit/Strand
488103,2140,21,Klithede,Klit/Strand
488104,NA,NA,NA,NA
488105,2190,21,Klitlavning,Klit/Strand
488106,2190,21,Klitlavning,Klit/Strand
488107,2140,21,Klithede,Klit/Strand
488108,2130,21,Grå/grøn klit,Klit/Strand
488109,2190,21,Klitlavning,Klit/Strand
488110,2190,21,Klitlavning,Klit/Strand
488111,2140,21,Klithede,Klit/Strand
488112,2190,21,Klitlavning,Klit/Strand
488113,2130,21,Grå/grøn klit,Klit/Strand
488114,2140,21,Klithede,Klit/Strand
488115,2190,21,Klitlavning,Klit/Strand
488116,2140,21,Klithede,Klit/Strand
488117,2190,21,Klitlavning,Klit/Strand
488118,2190,21,Klitlavning,Klit/Strand
488119,2190,21,Klitlavning,Klit/Strand
488120,2140,21,Klithede,Klit/Strand
488121,2140,21,Klithede,Klit/Strand
488122,2140,21,Klithede,Klit/Strand
488123,2190,21,Klitlavning,Klit/Strand
488124,2130,21,Grå/grøn klit,Klit/Strand
488125,2140,21,Klithede,Klit/Strand
488126,2140,21,Klithede,Klit/Strand
488127,2140,21,Klithede,Klit/Strand
488128,2190,21,Klitlavning,Klit/Strand
488129,2190,21,Klitlavning,Klit/Strand
488130,NA,NA,NA,NA
488131,2140,21,Klithede,Klit/Strand
488132,NA,NA,NA,NA
488133,2190,21,Klitlavning,Klit/Strand
488134,2170,21,NA,Klit/Strand
488135,2140,21,Klithede,Klit/Strand
488136,2190,21,Klitlavning,Klit/Strand
488137,2190,21,Klitlavning,Klit/Strand
488138,2140,21,Klithede,Klit/Strand
488140,7230,72,Rigkær,Kær/Mose/Eng
488141,7230,72,Rigkær,Kær/Mose/Eng
488142,7230,72,Rigkær,Kær/Mose/Eng
488143,7230,72,Rigkær,Kær/Mose/Eng
488145,7230,72,Rigkær,Kær/Mose/Eng
488147,7230,72,Rigkær,Kær/Mose/Eng
488148,7230,72,Rigkær,Kær/Mose/Eng
488149,7230,72,Rigkær,Kær/Mose/Eng
488150,7230,72,Rigkær,Kær/Mose/Eng
488151,7230,72,Rigkær,Kær/Mose/Eng
488152,7230,72,Rigkær,Kær/Mose/Eng
488153,7230,72,Rigkær,Kær/Mose/Eng
488154,7230,72,Rigkær,Kær/Mose/Eng
488155,7230,72,Rigkær,Kær/Mose/Eng
488156,7230,72,Rigkær,Kær/Mose/Eng
488157,7230,72,Rigkær,Kær/Mose/Eng
488158,7230,72,Rigkær,Kær/Mose/Eng
488159,2130,21,Grå/grøn klit,Klit/Strand
488160,7230,72,Rigkær,Kær/Mose/Eng
488161,7230,72,Rigkær,Kær/Mose/Eng
488162,2250,22,Enebærklit,Klit/Strand
488163,NA,NA,NA,NA
488164,2250,22,Enebærklit,Klit/Strand
488165,2250,22,Enebærklit,Klit/Strand
488166,2250,22,Enebærklit,Klit/Strand
488167,2250,22,Enebærklit,Klit/Strand
488168,2250,22,Enebærklit,Klit/Strand
488169,2250,22,Enebærklit,Klit/Strand
488170,2250,22,Enebærklit,Klit/Strand
488171,NA,NA,NA,NA
488172,2250,22,Enebærklit,Klit/Strand
488173,2250,22,Enebærklit,Klit/Strand
488174,2250,22,Enebærklit,Klit/Strand
488175,NA,NA,NA,NA
488176,2250,22,Enebærklit,Klit/Strand
488177,2250,22,Enebærklit,Klit/Strand
488178,NA,NA,NA,NA
488179,NA,NA,NA,NA
488180,NA,NA,NA,NA
488181,2250,22,Enebærklit,Klit/Strand
488182,2250,22,Enebærklit,Klit/Strand
488183,2250,22,Enebærklit,Klit/Strand
488184,2250,22,Enebærklit,Klit/Strand
488185,2250,22,Enebærklit,Klit/Strand
488186,2250,22,Enebærklit,Klit/Strand
488187,NA,NA,NA,NA
488188,2250,22,Enebærklit,Klit/Strand
488189,2130,21,Grå/grøn klit,Klit/Strand
488190,2140,21,Klithede,Klit/Strand
488191,2250,22,Enebærklit,Klit/Strand
488192,2250,22,Enebærklit,Klit/Strand
488193,2250,22,Enebærklit,Klit/Strand
488194,2250,22,Enebærklit,Klit/Strand
488195,NA,NA,NA,NA
488196,2250,22,Enebærklit,Klit/Strand
488197,2140,21,Klithede,Klit/Strand
488198,2250,22,Enebærklit,Klit/Strand
488199,NA,NA,NA,NA
488200,2250,22,Enebærklit,Klit/Strand
488201,2250,22,Enebærklit,Klit/Strand
488202,4010,40,Våd hede,Hede
488203,7140,71,Hængesæk,Kær/Mose/Eng
488204,4010,40,Våd hede,Hede
488205,7140,71,Hængesæk,Kær/Mose/Eng
488206,4010,40,Våd hede,Hede
488207,4010,40,Våd hede,Hede
488208,4030,40,Tør hede,Hede
488209,7140,71,Hængesæk,Kær/Mose/Eng
488210,4010,40,Våd hede,Hede
488211,NA,NA,NA,NA
488212,4010,40,Våd hede,Hede
488213,4010,40,Våd hede,Hede
488214,4010,40,Våd hede,Hede
488215,4010,40,Våd hede,Hede
488216,4010,40,Våd hede,Hede
488217,4010,40,Våd hede,Hede
488218,7140,71,Hængesæk,Kær/Mose/Eng
488219,4030,40,Tør hede,Hede
488220,4010,40,Våd hede,Hede
488221,9100,91,NA,Klipper
488222,9100,91,NA,Klipper
488223,4010,40,Våd hede,Hede
488224,7140,71,Hængesæk,Kær/Mose/Eng
488225,7140,71,Hængesæk,Kær/Mose/Eng
488226,4010,40,Våd hede,Hede
488227,7140,71,Hængesæk,Kær/Mose/Eng
488228,4010,40,Våd hede,Hede
488229,7140,71,Hængesæk,Kær/Mose/Eng
488230,4000,40,NA,Hede
488231,4010,40,Våd hede,Hede
488232,4010,40,Våd hede,Hede
488233,4000,40,NA,Hede
488234,7100,71,NA,Kær/Mose/Eng
488235,4010,40,Våd hede,Hede
488236,7140,71,Hængesæk,Kær/Mose/Eng
488237,7140,71,Hængesæk,Kær/Mose/Eng
488238,7100,71,NA,Kær/Mose/Eng
488239,4010,40,Våd hede,Hede
488240,4010,40,Våd hede,Hede
488241,4010,40,Våd hede,Hede
488242,4010,40,Våd hede,Hede
488243,7140,71,Hængesæk,Kær/Mose/Eng
488244,6230,62,Surt overdrev,Græsland/Overdrev
488245,6230,62,Surt overdrev,Græsland/Overdrev
488246,6230,62,Surt overdrev,Græsland/Overdrev
488247,6200,62,NA,Græsland/Overdrev
488248,6230,62,Surt overdrev,Græsland/Overdrev
488250,4030,40,Tør hede,Hede
488251,6230,62,Surt overdrev,Græsland/Overdrev
488252,4030,40,Tør hede,Hede
488253,4030,40,Tør hede,Hede
488254,4030,40,Tør hede,Hede
488255,6230,62,Surt overdrev,Græsland/Overdrev
488256,6230,62,Surt overdrev,Græsland/Overdrev
488257,6230,62,Surt overdrev,Græsland/Overdrev
488258,4030,40,Tør hede,Hede
488259,4030,40,Tør hede,Hede
488260,4030,40,Tør hede,Hede
488261,4030,40,Tør hede,Hede
488262,4030,40,Tør hede,Hede
488263,6230,62,Surt overdrev,Græsland/Overdrev
488264,4030,40,Tør hede,Hede
488265,4030,40,Tør hede,Hede
488266,4030,40,Tør hede,Hede
488267,4030,40,Tør hede,Hede
488268,6230,62,Surt overdrev,Græsland/Overdrev
488269,6230,62,Surt overdrev,Græsland/Overdrev
488270,6230,62,Surt overdrev,Græsland/Overdrev
488271,4030,40,Tør hede,Hede
488272,4030,40,Tør hede,Hede
488273,4030,40,Tør hede,Hede
488274,6200,62,NA,Græsland/Overdrev
488275,4030,40,Tør hede,Hede
488276,9100,91,NA,Klipper
488277,6230,62,Surt overdrev,Græsland/Overdrev
488278,6230,62,Surt overdrev,Græsland/Overdrev
488279,4030,40,Tør hede,Hede
488280,6200,62,NA,Græsland/Overdrev
488281,NA,NA,NA,NA
488282,4030,40,Tør hede,Hede
488283,4030,40,Tør hede,Hede
488284,7200,72,NA,Kær/Mose/Eng
488285,6200,62,NA,Græsland/Overdrev
488286,6200,62,NA,Græsland/Overdrev
488287,6210,62,Kalkoverdrev,Græsland/Overdrev
488288,6210,62,Kalkoverdrev,Græsland/Overdrev
488289,6210,62,Kalkoverdrev,Græsland/Overdrev
488290,6230,62,Surt overdrev,Græsland/Overdrev
488291,6210,62,Kalkoverdrev,Græsland/Overdrev
488292,6210,62,Kalkoverdrev,Græsland/Overdrev
488294,6210,62,Kalkoverdrev,Græsland/Overdrev
488295,6210,62,Kalkoverdrev,Græsland/Overdrev
488296,6210,62,Kalkoverdrev,Græsland/Overdrev
488297,6210,62,Kalkoverdrev,Græsland/Overdrev
488298,6210,62,Kalkoverdrev,Græsland/Overdrev
488299,6210,62,Kalkoverdrev,Græsland/Overdrev
488300,6210,62,Kalkoverdrev,Græsland/Overdrev
488301,6230,62,Surt overdrev,Græsland/Overdrev
488302,6210,62,Kalkoverdrev,Græsland/Overdrev
488303,6210,62,Kalkoverdrev,Græsland/Overdrev
488304,6210,62,Kalkoverdrev,Græsland/Overdrev
488305,6210,62,Kalkoverdrev,Græsland/Overdrev
488306,6210,62,Kalkoverdrev,Græsland/Overdrev
488307,6210,62,Kalkoverdrev,Græsland/Overdrev
488308,6210,62,Kalkoverdrev,Græsland/Overdrev
488309,6210,62,Kalkoverdrev,Græsland/Overdrev
488310,6210,62,Kalkoverdrev,Græsland/Overdrev
488311,6210,62,Kalkoverdrev,Græsland/Overdrev
488312,6210,62,Kalkoverdrev,Græsland/Overdrev
488313,6210,62,Kalkoverdrev,Græsland/Overdrev
488314,6210,62,Kalkoverdrev,Græsland/Overdrev
488315,6210,62,Kalkoverdrev,Græsland/Overdrev
488316,6210,62,Kalkoverdrev,Græsland/Overdrev
488317,6210,62,Kalkoverdrev,Græsland/Overdrev
488318,6210,62,Kalkoverdrev,Græsland/Overdrev
488319,6210,62,Kalkoverdrev,Græsland/Overdrev
488320,6210,62,Kalkoverdrev,Græsland/Overdrev
488321,6210,62,Kalkoverdrev,Græsland/Overdrev
488322,6210,62,Kalkoverdrev,Græsland/Overdrev
488323,6210,62,Kalkoverdrev,Græsland/Overdrev
488324,6200,62,NA,Græsland/Overdrev
488325,6200,62,NA,Græsland/Overdrev
488326,6400,64,NA,Kær/Mose/Eng
488328,6210,62,Kalkoverdrev,Græsland/Overdrev
488329,6210,62,Kalkoverdrev,Græsland/Overdrev
488330,6210,62,Kalkoverdrev,Græsland/Overdrev
488331,6230,62,Surt overdrev,Græsland/Overdrev
488332,6200,62,NA,Græsland/Overdrev
488333,6200,62,NA,Græsland/Overdrev
488334,6210,62,Kalkoverdrev,Græsland/Overdrev
488335,6210,62,Kalkoverdrev,Græsland/Overdrev
488336,6200,62,NA,Græsland/Overdrev
488337,6200,62,NA,Græsland/Overdrev
488338,6200,62,NA,Græsland/Overdrev
488339,6200,62,NA,Græsland/Overdrev
488340,6210,62,Kalkoverdrev,Græsland/Overdrev
488342,6210,62,Kalkoverdrev,Græsland/Overdrev
488343,6200,62,NA,Græsland/Overdrev
488344,6210,62,Kalkoverdrev,Græsland/Overdrev
488345,6400,64,NA,Kær/Mose/Eng
488346,6210,62,Kalkoverdrev,Græsland/Overdrev
488347,6210,62,Kalkoverdrev,Græsland/Overdrev
488348,6210,62,Kalkoverdrev,Græsland/Overdrev
488349,6230,62,Surt overdrev,Græsland/Overdrev
488350,6210,62,Kalkoverdrev,Græsland/Overdrev
488351,6400,64,NA,Kær/Mose/Eng
488352,6200,62,NA,Græsland/Overdrev
488353,6200,62,NA,Græsland/Overdrev
488354,6210,62,Kalkoverdrev,Græsland/Overdrev
488356,6210,62,Kalkoverdrev,Græsland/Overdrev
488357,6230,62,Surt overdrev,Græsland/Overdrev
488358,6210,62,Kalkoverdrev,Græsland/Overdrev
488359,6200,62,NA,Græsland/Overdrev
488360,6210,62,Kalkoverdrev,Græsland/Overdrev
533502,6210,62,Kalkoverdrev,Græsland/Overdrev
533503,6210,62,Kalkoverdrev,Græsland/Overdrev
533504,6210,62,Kalkoverdrev,Græsland/Overdrev
488361,6200,62,NA,Græsland/Overdrev
488362,6200,62,NA,Græsland/Overdrev
488363,NA,NA,NA,NA
488364,6230,62,Surt overdrev,Græsland/Overdrev
488365,NA,NA,NA,NA
488366,6200,62,NA,Græsland/Overdrev
488367,6200,62,NA,Græsland/Overdrev
488368,6210,62,Kalkoverdrev,Græsland/Overdrev
488369,6230,62,Surt overdrev,Græsland/Overdrev
488370,6230,62,Surt overdrev,Græsland/Overdrev
488371,6230,62,Surt overdrev,Græsland/Overdrev
488372,6230,62,Surt overdrev,Græsland/Overdrev
488373,6230,62,Surt overdrev,Græsland/Overdrev
488374,6230,62,Surt overdrev,Græsland/Overdrev
488375,6230,62,Surt overdrev,Græsland/Overdrev
488376,6200,62,NA,Græsland/Overdrev
488377,6230,62,Surt overdrev,Græsland/Overdrev
488378,6230,62,Surt overdrev,Græsland/Overdrev
488379,6200,62,NA,Græsland/Overdrev
488380,7200,72,NA,Kær/Mose/Eng
488381,NA,NA,NA,NA
488382,6200,62,NA,Græsland/Overdrev
488383,6230,62,Surt overdrev,Græsland/Overdrev
488384,6230,62,Surt overdrev,Græsland/Overdrev
488385,6200,62,NA,Græsland/Overdrev
488386,6200,62,NA,Græsland/Overdrev
488387,6230,62,Surt overdrev,Græsland/Overdrev
488388,6200,62,NA,Græsland/Overdrev
488389,6200,62,NA,Græsland/Overdrev
488390,6200,62,NA,Græsland/Overdrev
488391,6230,62,Surt overdrev,Græsland/Overdrev
488392,6230,62,Surt overdrev,Græsland/Overdrev
488393,6230,62,Surt overdrev,Græsland/Overdrev
488394,6200,62,NA,Græsland/Overdrev
488395,6200,62,NA,Græsland/Overdrev
488396,6200,62,NA,Græsland/Overdrev
488397,6200,62,NA,Græsland/Overdrev
488398,6200,62,NA,Græsland/Overdrev
488399,6230,62,Surt overdrev,Græsland/Overdrev
488400,6230,62,Surt overdrev,Græsland/Overdrev
488401,6200,62,NA,Græsland/Overdrev
488402,6400,64,NA,Kær/Mose/Eng
488403,6230,62,Surt overdrev,Græsland/Overdrev
488404,6210,62,Kalkoverdrev,Græsland/Overdrev
488405,NA,NA,NA,NA
488407,6210,62,Kalkoverdrev,Græsland/Overdrev
488408,6230,62,Surt overdrev,Græsland/Overdrev
488409,6230,62,Surt overdrev,Græsland/Overdrev
488410,6230,62,Surt overdrev,Græsland/Overdrev
488411,6230,62,Surt overdrev,Græsland/Overdrev
488412,6200,62,NA,Græsland/Overdrev
488413,6230,62,Surt overdrev,Græsland/Overdrev
488414,6230,62,Surt overdrev,Græsland/Overdrev
488415,6230,62,Surt overdrev,Græsland/Overdrev
488416,6230,62,Surt overdrev,Græsland/Overdrev
488417,6400,64,NA,Kær/Mose/Eng
488418,6230,62,Surt overdrev,Græsland/Overdrev
488419,6230,62,Surt overdrev,Græsland/Overdrev
488420,6230,62,Surt overdrev,Græsland/Overdrev
488421,6400,64,NA,Kær/Mose/Eng
488422,6210,62,Kalkoverdrev,Græsland/Overdrev
488423,6230,62,Surt overdrev,Græsland/Overdrev
488424,6400,64,NA,Kær/Mose/Eng
488425,6230,62,Surt overdrev,Græsland/Overdrev
488426,6400,64,NA,Kær/Mose/Eng
488427,6230,62,Surt overdrev,Græsland/Overdrev
488428,6200,62,NA,Græsland/Overdrev
488429,6400,64,NA,Kær/Mose/Eng
488430,6200,62,NA,Græsland/Overdrev
488431,6230,62,Surt overdrev,Græsland/Overdrev
488432,6400,64,NA,Kær/Mose/Eng
488433,7200,72,NA,Kær/Mose/Eng
488434,6230,62,Surt overdrev,Græsland/Overdrev
488435,6400,64,NA,Kær/Mose/Eng
488436,6400,64,NA,Kær/Mose/Eng
488437,6210,62,Kalkoverdrev,Græsland/Overdrev
488438,6230,62,Surt overdrev,Græsland/Overdrev
488439,6200,62,NA,Græsland/Overdrev
