plot,habtype,MajorHab,habitat_name,MajorHabName
575530,6200,62,NA,Græsland/Overdrev
575531,6200,62,NA,Græsland/Overdrev
575532,6210,62,Kalkoverdrev,Græsland/Overdrev
575533,6210,62,Kalkoverdrev,Græsland/Overdrev
575534,6210,62,Kalkoverdrev,Græsland/Overdrev
575535,6210,62,Kalkoverdrev,Græsland/Overdrev
575537,6210,62,Kalkoverdrev,Græsland/Overdrev
575538,6210,62,Kalkoverdrev,Græsland/Overdrev
575539,6210,62,Kalkoverdrev,Græsland/Overdrev
575540,6210,62,Kalkoverdrev,Græsland/Overdrev
575541,6210,62,Kalkoverdrev,Græsland/Overdrev
496450,6210,62,Kalkoverdrev,Græsland/Overdrev
496451,6210,62,Kalkoverdrev,Græsland/Overdrev
496452,6210,62,Kalkoverdrev,Græsland/Overdrev
496453,6210,62,Kalkoverdrev,Græsland/Overdrev
496454,6210,62,Kalkoverdrev,Græsland/Overdrev
496457,6200,62,NA,Græsland/Overdrev
496458,6210,62,Kalkoverdrev,Græsland/Overdrev
496460,6210,62,Kalkoverdrev,Græsland/Overdrev
496461,6210,62,Kalkoverdrev,Græsland/Overdrev
496462,6210,62,Kalkoverdrev,Græsland/Overdrev
496463,6210,62,Kalkoverdrev,Græsland/Overdrev
496464,6210,62,Kalkoverdrev,Græsland/Overdrev
496466,6210,62,Kalkoverdrev,Græsland/Overdrev
496467,6210,62,Kalkoverdrev,Græsland/Overdrev
496468,6210,62,Kalkoverdrev,Græsland/Overdrev
496469,6210,62,Kalkoverdrev,Græsland/Overdrev
496470,6210,62,Kalkoverdrev,Græsland/Overdrev
496474,6210,62,Kalkoverdrev,Græsland/Overdrev
496475,6210,62,Kalkoverdrev,Græsland/Overdrev
496476,6210,62,Kalkoverdrev,Græsland/Overdrev
496477,6210,62,Kalkoverdrev,Græsland/Overdrev
496479,6210,62,Kalkoverdrev,Græsland/Overdrev
496481,6200,62,NA,Græsland/Overdrev
496482,6200,62,NA,Græsland/Overdrev
496484,6210,62,Kalkoverdrev,Græsland/Overdrev
496486,6210,62,Kalkoverdrev,Græsland/Overdrev
496487,6200,62,NA,Græsland/Overdrev
496492,6200,62,NA,Græsland/Overdrev
496494,6210,62,Kalkoverdrev,Græsland/Overdrev
496495,6210,62,Kalkoverdrev,Græsland/Overdrev
496497,7230,72,Rigkær,Kær/Mose/Eng
557987,6210,62,Kalkoverdrev,Græsland/Overdrev
557991,6210,62,Kalkoverdrev,Græsland/Overdrev
557997,6210,62,Kalkoverdrev,Græsland/Overdrev
557999,6210,62,Kalkoverdrev,Græsland/Overdrev
558007,6210,62,Kalkoverdrev,Græsland/Overdrev
558011,6210,62,Kalkoverdrev,Græsland/Overdrev
558014,6210,62,Kalkoverdrev,Græsland/Overdrev
558040,6210,62,Kalkoverdrev,Græsland/Overdrev
558043,6210,62,Kalkoverdrev,Græsland/Overdrev
558044,6210,62,Kalkoverdrev,Græsland/Overdrev
558851,6210,62,Kalkoverdrev,Græsland/Overdrev
558852,6230,62,Surt overdrev,Græsland/Overdrev
558856,6200,62,NA,Græsland/Overdrev
558859,6230,62,Surt overdrev,Græsland/Overdrev
558861,6210,62,Kalkoverdrev,Græsland/Overdrev
558865,6200,62,NA,Græsland/Overdrev
564814,6210,62,Kalkoverdrev,Græsland/Overdrev
564816,6210,62,Kalkoverdrev,Græsland/Overdrev
564820,6210,62,Kalkoverdrev,Græsland/Overdrev
564821,6210,62,Kalkoverdrev,Græsland/Overdrev
564826,6210,62,Kalkoverdrev,Græsland/Overdrev
564829,6210,62,Kalkoverdrev,Græsland/Overdrev
564866,6210,62,Kalkoverdrev,Græsland/Overdrev
564869,6210,62,Kalkoverdrev,Græsland/Overdrev
558530,6210,62,Kalkoverdrev,Græsland/Overdrev
558536,6200,62,NA,Græsland/Overdrev
558538,6210,62,Kalkoverdrev,Græsland/Overdrev
558540,6210,62,Kalkoverdrev,Græsland/Overdrev
558541,6210,62,Kalkoverdrev,Græsland/Overdrev
558543,6210,62,Kalkoverdrev,Græsland/Overdrev
558559,6210,62,Kalkoverdrev,Græsland/Overdrev
558560,6210,62,Kalkoverdrev,Græsland/Overdrev
558561,6210,62,Kalkoverdrev,Græsland/Overdrev
558562,6210,62,Kalkoverdrev,Græsland/Overdrev
558563,6210,62,Kalkoverdrev,Græsland/Overdrev
558564,6210,62,Kalkoverdrev,Græsland/Overdrev
558353,6200,62,NA,Græsland/Overdrev
558355,6210,62,Kalkoverdrev,Græsland/Overdrev
558358,6210,62,Kalkoverdrev,Græsland/Overdrev
558361,6210,62,Kalkoverdrev,Græsland/Overdrev
558363,6210,62,Kalkoverdrev,Græsland/Overdrev
558365,6210,62,Kalkoverdrev,Græsland/Overdrev
558368,6200,62,NA,Græsland/Overdrev
558370,6200,62,NA,Græsland/Overdrev
558374,6210,62,Kalkoverdrev,Græsland/Overdrev
558375,6210,62,Kalkoverdrev,Græsland/Overdrev
558377,6210,62,Kalkoverdrev,Græsland/Overdrev
558379,9100,91,NA,Klipper
558380,6200,62,NA,Græsland/Overdrev
558381,NA,NA,NA,NA
558382,6200,62,NA,Græsland/Overdrev
558383,6200,62,NA,Græsland/Overdrev
558384,6210,62,Kalkoverdrev,Græsland/Overdrev
558386,6210,62,Kalkoverdrev,Græsland/Overdrev
558388,6200,62,NA,Græsland/Overdrev
558403,NA,NA,NA,NA
558404,NA,NA,NA,NA
558405,NA,NA,NA,NA
558407,9100,91,NA,Klipper
558408,6210,62,Kalkoverdrev,Græsland/Overdrev
558411,6200,62,NA,Græsland/Overdrev
558416,6200,62,NA,Græsland/Overdrev
558419,6200,62,NA,Græsland/Overdrev
558420,6200,62,NA,Græsland/Overdrev
558423,6210,62,Kalkoverdrev,Græsland/Overdrev
558424,6210,62,Kalkoverdrev,Græsland/Overdrev
558427,6210,62,Kalkoverdrev,Græsland/Overdrev
558431,6210,62,Kalkoverdrev,Græsland/Overdrev
558435,6210,62,Kalkoverdrev,Græsland/Overdrev
558437,6210,62,Kalkoverdrev,Græsland/Overdrev
558443,6210,62,Kalkoverdrev,Græsland/Overdrev
558445,6210,62,Kalkoverdrev,Græsland/Overdrev
563988,6210,62,Kalkoverdrev,Græsland/Overdrev
563989,6210,62,Kalkoverdrev,Græsland/Overdrev
563990,6210,62,Kalkoverdrev,Græsland/Overdrev
563992,6210,62,Kalkoverdrev,Græsland/Overdrev
706343,6210,62,Kalkoverdrev,Græsland/Overdrev
706344,6210,62,Kalkoverdrev,Græsland/Overdrev
706345,6210,62,Kalkoverdrev,Græsland/Overdrev
496498,6210,62,Kalkoverdrev,Græsland/Overdrev
496499,6200,62,NA,Græsland/Overdrev
496500,6200,62,NA,Græsland/Overdrev
496501,6230,62,Surt overdrev,Græsland/Overdrev
496502,6200,62,NA,Græsland/Overdrev
496503,6200,62,NA,Græsland/Overdrev
496504,6230,62,Surt overdrev,Græsland/Overdrev
496505,6230,62,Surt overdrev,Græsland/Overdrev
496506,6230,62,Surt overdrev,Græsland/Overdrev
496507,6230,62,Surt overdrev,Græsland/Overdrev
496508,6230,62,Surt overdrev,Græsland/Overdrev
496509,6230,62,Surt overdrev,Græsland/Overdrev
496510,6230,62,Surt overdrev,Græsland/Overdrev
496511,6230,62,Surt overdrev,Græsland/Overdrev
496512,6230,62,Surt overdrev,Græsland/Overdrev
496513,6230,62,Surt overdrev,Græsland/Overdrev
496514,6230,62,Surt overdrev,Græsland/Overdrev
496515,6200,62,NA,Græsland/Overdrev
496516,6200,62,NA,Græsland/Overdrev
496517,6230,62,Surt overdrev,Græsland/Overdrev
574993,6230,62,Surt overdrev,Græsland/Overdrev
575012,6200,62,NA,Græsland/Overdrev
575035,6200,62,NA,Græsland/Overdrev
575051,6230,62,Surt overdrev,Græsland/Overdrev
575089,6200,62,NA,Græsland/Overdrev
575092,6230,62,Surt overdrev,Græsland/Overdrev
575096,6230,62,Surt overdrev,Græsland/Overdrev
575099,9100,91,NA,Klipper
575100,6200,62,NA,Græsland/Overdrev
575103,6230,62,Surt overdrev,Græsland/Overdrev
575105,6230,62,Surt overdrev,Græsland/Overdrev
575109,4030,40,Tør hede,Hede
575115,6200,62,NA,Græsland/Overdrev
575118,6230,62,Surt overdrev,Græsland/Overdrev
575124,6230,62,Surt overdrev,Græsland/Overdrev
575127,6230,62,Surt overdrev,Græsland/Overdrev
575133,6230,62,Surt overdrev,Græsland/Overdrev
575137,6230,62,Surt overdrev,Græsland/Overdrev
575149,6230,62,Surt overdrev,Græsland/Overdrev
575156,6230,62,Surt overdrev,Græsland/Overdrev
575173,6230,62,Surt overdrev,Græsland/Overdrev
534402,6230,62,Surt overdrev,Græsland/Overdrev
534403,6230,62,Surt overdrev,Græsland/Overdrev
534404,6230,62,Surt overdrev,Græsland/Overdrev
534405,6230,62,Surt overdrev,Græsland/Overdrev
534406,6230,62,Surt overdrev,Græsland/Overdrev
534407,6230,62,Surt overdrev,Græsland/Overdrev
534408,6230,62,Surt overdrev,Græsland/Overdrev
534409,6230,62,Surt overdrev,Græsland/Overdrev
534410,6230,62,Surt overdrev,Græsland/Overdrev
534411,6230,62,Surt overdrev,Græsland/Overdrev
534412,6230,62,Surt overdrev,Græsland/Overdrev
534413,6230,62,Surt overdrev,Græsland/Overdrev
534414,6230,62,Surt overdrev,Græsland/Overdrev
534415,6230,62,Surt overdrev,Græsland/Overdrev
534416,6230,62,Surt overdrev,Græsland/Overdrev
534417,6230,62,Surt overdrev,Græsland/Overdrev
534418,6230,62,Surt overdrev,Græsland/Overdrev
534419,6230,62,Surt overdrev,Græsland/Overdrev
534420,6230,62,Surt overdrev,Græsland/Overdrev
534421,6230,62,Surt overdrev,Græsland/Overdrev
534422,6230,62,Surt overdrev,Græsland/Overdrev
534423,6230,62,Surt overdrev,Græsland/Overdrev
534424,6230,62,Surt overdrev,Græsland/Overdrev
534425,6230,62,Surt overdrev,Græsland/Overdrev
534426,6230,62,Surt overdrev,Græsland/Overdrev
534427,6230,62,Surt overdrev,Græsland/Overdrev
534428,6230,62,Surt overdrev,Græsland/Overdrev
534429,6230,62,Surt overdrev,Græsland/Overdrev
534430,6230,62,Surt overdrev,Græsland/Overdrev
534431,6230,62,Surt overdrev,Græsland/Overdrev
534432,6230,62,Surt overdrev,Græsland/Overdrev
534433,6230,62,Surt overdrev,Græsland/Overdrev
534434,6230,62,Surt overdrev,Græsland/Overdrev
534435,6230,62,Surt overdrev,Græsland/Overdrev
534436,6230,62,Surt overdrev,Græsland/Overdrev
534437,6230,62,Surt overdrev,Græsland/Overdrev
534438,6230,62,Surt overdrev,Græsland/Overdrev
534439,6230,62,Surt overdrev,Græsland/Overdrev
535412,6230,62,Surt overdrev,Græsland/Overdrev
535413,6230,62,Surt overdrev,Græsland/Overdrev
533548,6200,62,NA,Græsland/Overdrev
533549,6200,62,NA,Græsland/Overdrev
533550,6230,62,Surt overdrev,Græsland/Overdrev
533551,6230,62,Surt overdrev,Græsland/Overdrev
533552,6200,62,NA,Græsland/Overdrev
533553,6230,62,Surt overdrev,Græsland/Overdrev
533554,6230,62,Surt overdrev,Græsland/Overdrev
533556,6230,62,Surt overdrev,Græsland/Overdrev
533557,6200,62,NA,Græsland/Overdrev
533558,6200,62,NA,Græsland/Overdrev
533559,6200,62,NA,Græsland/Overdrev
533561,6230,62,Surt overdrev,Græsland/Overdrev
533562,6200,62,NA,Græsland/Overdrev
533563,6230,62,Surt overdrev,Græsland/Overdrev
533564,6200,62,NA,Græsland/Overdrev
533566,6230,62,Surt overdrev,Græsland/Overdrev
533567,6230,62,Surt overdrev,Græsland/Overdrev
533568,6230,62,Surt overdrev,Græsland/Overdrev
533572,6230,62,Surt overdrev,Græsland/Overdrev
533575,6230,62,Surt overdrev,Græsland/Overdrev
533576,6200,62,NA,Græsland/Overdrev
533577,6230,62,Surt overdrev,Græsland/Overdrev
533578,NA,NA,NA,NA
533579,6230,62,Surt overdrev,Græsland/Overdrev
533580,6200,62,NA,Græsland/Overdrev
533581,6200,62,NA,Græsland/Overdrev
533582,NA,NA,NA,NA
533583,6230,62,Surt overdrev,Græsland/Overdrev
533585,6200,62,NA,Græsland/Overdrev
574221,6230,62,Surt overdrev,Græsland/Overdrev
574224,6200,62,NA,Græsland/Overdrev
574229,6200,62,NA,Græsland/Overdrev
574232,6230,62,Surt overdrev,Græsland/Overdrev
577067,6200,62,NA,Græsland/Overdrev
577070,6200,62,NA,Græsland/Overdrev
577071,6200,62,NA,Græsland/Overdrev
577077,6230,62,Surt overdrev,Græsland/Overdrev
577429,6230,62,Surt overdrev,Græsland/Overdrev
577492,6230,62,Surt overdrev,Græsland/Overdrev
577631,6230,62,Surt overdrev,Græsland/Overdrev
577638,6230,62,Surt overdrev,Græsland/Overdrev
577642,6230,62,Surt overdrev,Græsland/Overdrev
576680,7200,72,NA,Kær/Mose/Eng
576681,7200,72,NA,Kær/Mose/Eng
577065,6200,62,NA,Græsland/Overdrev
577307,6200,62,NA,Græsland/Overdrev
577309,NA,NA,NA,NA
577310,7200,72,NA,Kær/Mose/Eng
577450,6200,62,NA,Græsland/Overdrev
577455,NA,NA,NA,NA
577462,6230,62,Surt overdrev,Græsland/Overdrev
577472,6200,62,NA,Græsland/Overdrev
577477,6400,64,NA,Kær/Mose/Eng
577486,6230,62,Surt overdrev,Græsland/Overdrev
577491,7200,72,NA,Kær/Mose/Eng
577617,6200,62,NA,Græsland/Overdrev
577618,6230,62,Surt overdrev,Græsland/Overdrev
577632,6200,62,NA,Græsland/Overdrev
577640,NA,NA,NA,NA
577680,6230,62,Surt overdrev,Græsland/Overdrev
577740,6200,62,NA,Græsland/Overdrev
577742,7200,72,NA,Kær/Mose/Eng
577747,7200,72,NA,Kær/Mose/Eng
577756,6230,62,Surt overdrev,Græsland/Overdrev
577761,7200,72,NA,Kær/Mose/Eng
577763,NA,NA,NA,NA
577861,6230,62,Surt overdrev,Græsland/Overdrev
577862,6230,62,Surt overdrev,Græsland/Overdrev
577863,6230,62,Surt overdrev,Græsland/Overdrev
577864,6230,62,Surt overdrev,Græsland/Overdrev
577909,6230,62,Surt overdrev,Græsland/Overdrev
577914,6230,62,Surt overdrev,Græsland/Overdrev
577945,6230,62,Surt overdrev,Græsland/Overdrev
577947,6230,62,Surt overdrev,Græsland/Overdrev
534440,6200,62,NA,Græsland/Overdrev
534441,6200,62,NA,Græsland/Overdrev
534442,6200,62,NA,Græsland/Overdrev
534443,6200,62,NA,Græsland/Overdrev
534444,6230,62,Surt overdrev,Græsland/Overdrev
534445,6200,62,NA,Græsland/Overdrev
534446,6200,62,NA,Græsland/Overdrev
534447,6230,62,Surt overdrev,Græsland/Overdrev
534448,6210,62,Kalkoverdrev,Græsland/Overdrev
534449,6230,62,Surt overdrev,Græsland/Overdrev
534450,7220,72,Kildevæld,Kær/Mose/Eng
534451,6200,62,NA,Græsland/Overdrev
534452,6400,64,NA,Kær/Mose/Eng
534453,6200,62,NA,Græsland/Overdrev
534454,6200,62,NA,Græsland/Overdrev
534455,6200,62,NA,Græsland/Overdrev
534456,6200,62,NA,Græsland/Overdrev
534457,6200,62,NA,Græsland/Overdrev
534458,6200,62,NA,Græsland/Overdrev
534459,6230,62,Surt overdrev,Græsland/Overdrev
534460,6200,62,NA,Græsland/Overdrev
534461,6230,62,Surt overdrev,Græsland/Overdrev
534462,6200,62,NA,Græsland/Overdrev
534463,6200,62,NA,Græsland/Overdrev
534464,6200,62,NA,Græsland/Overdrev
534465,9110,91,Bøg på mor,Skov
534466,6200,62,NA,Græsland/Overdrev
534467,6200,62,NA,Græsland/Overdrev
534468,6230,62,Surt overdrev,Græsland/Overdrev
534469,6200,62,NA,Græsland/Overdrev
534470,6230,62,Surt overdrev,Græsland/Overdrev
535336,6200,62,NA,Græsland/Overdrev
535414,6230,62,Surt overdrev,Græsland/Overdrev
535415,6230,62,Surt overdrev,Græsland/Overdrev
535416,6230,62,Surt overdrev,Græsland/Overdrev
535417,6230,62,Surt overdrev,Græsland/Overdrev
535418,6230,62,Surt overdrev,Græsland/Overdrev
535419,6230,62,Surt overdrev,Græsland/Overdrev
535420,6230,62,Surt overdrev,Græsland/Overdrev
535421,6230,62,Surt overdrev,Græsland/Overdrev
496518,6200,62,NA,Græsland/Overdrev
496519,6200,62,NA,Græsland/Overdrev
496520,6230,62,Surt overdrev,Græsland/Overdrev
496521,6200,62,NA,Græsland/Overdrev
496522,6230,62,Surt overdrev,Græsland/Overdrev
496523,6230,62,Surt overdrev,Græsland/Overdrev
496525,6230,62,Surt overdrev,Græsland/Overdrev
496528,6230,62,Surt overdrev,Græsland/Overdrev
496529,6230,62,Surt overdrev,Græsland/Overdrev
496530,6230,62,Surt overdrev,Græsland/Overdrev
496531,6230,62,Surt overdrev,Græsland/Overdrev
496532,6230,62,Surt overdrev,Græsland/Overdrev
496533,6230,62,Surt overdrev,Græsland/Overdrev
496534,6230,62,Surt overdrev,Græsland/Overdrev
496535,6230,62,Surt overdrev,Græsland/Overdrev
496536,6230,62,Surt overdrev,Græsland/Overdrev
496538,6230,62,Surt overdrev,Græsland/Overdrev
496539,6230,62,Surt overdrev,Græsland/Overdrev
496540,6230,62,Surt overdrev,Græsland/Overdrev
496541,6200,62,NA,Græsland/Overdrev
496542,6230,62,Surt overdrev,Græsland/Overdrev
496543,6200,62,NA,Græsland/Overdrev
496544,6230,62,Surt overdrev,Græsland/Overdrev
496546,6230,62,Surt overdrev,Græsland/Overdrev
496548,6230,62,Surt overdrev,Græsland/Overdrev
496550,6200,62,NA,Græsland/Overdrev
496551,6200,62,NA,Græsland/Overdrev
496552,6200,62,NA,Græsland/Overdrev
496553,6200,62,NA,Græsland/Overdrev
496554,6200,62,NA,Græsland/Overdrev
496555,6230,62,Surt overdrev,Græsland/Overdrev
496556,6230,62,Surt overdrev,Græsland/Overdrev
496557,6230,62,Surt overdrev,Græsland/Overdrev
496558,6200,62,NA,Græsland/Overdrev
496559,6200,62,NA,Græsland/Overdrev
496560,6200,62,NA,Græsland/Overdrev
496562,6230,62,Surt overdrev,Græsland/Overdrev
496563,6200,62,NA,Græsland/Overdrev
496565,6230,62,Surt overdrev,Græsland/Overdrev
496566,6230,62,Surt overdrev,Græsland/Overdrev
534471,6230,62,Surt overdrev,Græsland/Overdrev
534472,6200,62,NA,Græsland/Overdrev
534473,6200,62,NA,Græsland/Overdrev
534474,6410,64,Tidvis våd eng,Kær/Mose/Eng
534475,6410,64,Tidvis våd eng,Kær/Mose/Eng
534476,6410,64,Tidvis våd eng,Kær/Mose/Eng
534477,6230,62,Surt overdrev,Græsland/Overdrev
534478,6410,64,Tidvis våd eng,Kær/Mose/Eng
534479,6230,62,Surt overdrev,Græsland/Overdrev
534480,6230,62,Surt overdrev,Græsland/Overdrev
534481,6230,62,Surt overdrev,Græsland/Overdrev
534482,6230,62,Surt overdrev,Græsland/Overdrev
534483,6120,61,Tørt kalkoverdrev,Græsland/Overdrev
534484,6230,62,Surt overdrev,Græsland/Overdrev
534485,6230,62,Surt overdrev,Græsland/Overdrev
534486,6230,62,Surt overdrev,Græsland/Overdrev
534487,6230,62,Surt overdrev,Græsland/Overdrev
534488,9100,91,NA,Klipper
534489,6230,62,Surt overdrev,Græsland/Overdrev
534490,6230,62,Surt overdrev,Græsland/Overdrev
534491,6230,62,Surt overdrev,Græsland/Overdrev
534492,6200,62,NA,Græsland/Overdrev
534493,6200,62,NA,Græsland/Overdrev
534494,6230,62,Surt overdrev,Græsland/Overdrev
534495,6200,62,NA,Græsland/Overdrev
534496,6230,62,Surt overdrev,Græsland/Overdrev
534497,6200,62,NA,Græsland/Overdrev
534498,6230,62,Surt overdrev,Græsland/Overdrev
534499,6200,62,NA,Græsland/Overdrev
534500,6200,62,NA,Græsland/Overdrev
534501,6200,62,NA,Græsland/Overdrev
534502,6200,62,NA,Græsland/Overdrev
535422,6230,62,Surt overdrev,Græsland/Overdrev
535423,6410,64,Tidvis våd eng,Kær/Mose/Eng
535424,6230,62,Surt overdrev,Græsland/Overdrev
535425,6230,62,Surt overdrev,Græsland/Overdrev
535426,6230,62,Surt overdrev,Græsland/Overdrev
535427,6230,62,Surt overdrev,Græsland/Overdrev
535428,6230,62,Surt overdrev,Græsland/Overdrev
535429,6230,62,Surt overdrev,Græsland/Overdrev
558323,6230,62,Surt overdrev,Græsland/Overdrev
558328,6200,62,NA,Græsland/Overdrev
558331,6230,62,Surt overdrev,Græsland/Overdrev
558333,6200,62,NA,Græsland/Overdrev
558334,6230,62,Surt overdrev,Græsland/Overdrev
558335,6230,62,Surt overdrev,Græsland/Overdrev
558387,7200,72,NA,Kær/Mose/Eng
558390,6230,62,Surt overdrev,Græsland/Overdrev
558391,6200,62,NA,Græsland/Overdrev
558393,6230,62,Surt overdrev,Græsland/Overdrev
558394,6200,62,NA,Græsland/Overdrev
558395,9100,91,NA,Klipper
558397,6200,62,NA,Græsland/Overdrev
558398,6200,62,NA,Græsland/Overdrev
558399,6200,62,NA,Græsland/Overdrev
558401,6200,62,NA,Græsland/Overdrev
558406,7200,72,NA,Kær/Mose/Eng
558409,6200,62,NA,Græsland/Overdrev
558412,6230,62,Surt overdrev,Græsland/Overdrev
558414,6230,62,Surt overdrev,Græsland/Overdrev
558417,6200,62,NA,Græsland/Overdrev
558422,6230,62,Surt overdrev,Græsland/Overdrev
558426,6200,62,NA,Græsland/Overdrev
558428,6200,62,NA,Græsland/Overdrev
558430,7200,72,NA,Kær/Mose/Eng
558439,6200,62,NA,Græsland/Overdrev
558440,7200,72,NA,Kær/Mose/Eng
558446,6230,62,Surt overdrev,Græsland/Overdrev
558449,6200,62,NA,Græsland/Overdrev
558450,6200,62,NA,Græsland/Overdrev
558453,9100,91,NA,Klipper
558456,6200,62,NA,Græsland/Overdrev
558459,6230,62,Surt overdrev,Græsland/Overdrev
558462,6230,62,Surt overdrev,Græsland/Overdrev
558464,6230,62,Surt overdrev,Græsland/Overdrev
558467,6230,62,Surt overdrev,Græsland/Overdrev
558473,6230,62,Surt overdrev,Græsland/Overdrev
558477,6200,62,NA,Græsland/Overdrev
558479,6230,62,Surt overdrev,Græsland/Overdrev
496567,6200,62,NA,Græsland/Overdrev
496568,6200,62,NA,Græsland/Overdrev
496569,6230,62,Surt overdrev,Græsland/Overdrev
496570,6230,62,Surt overdrev,Græsland/Overdrev
496571,6230,62,Surt overdrev,Græsland/Overdrev
496572,6230,62,Surt overdrev,Græsland/Overdrev
496573,6230,62,Surt overdrev,Græsland/Overdrev
496574,6230,62,Surt overdrev,Græsland/Overdrev
496575,6230,62,Surt overdrev,Græsland/Overdrev
496576,6230,62,Surt overdrev,Græsland/Overdrev
496577,6230,62,Surt overdrev,Græsland/Overdrev
496578,6230,62,Surt overdrev,Græsland/Overdrev
496579,6230,62,Surt overdrev,Græsland/Overdrev
496580,6230,62,Surt overdrev,Græsland/Overdrev
496581,6230,62,Surt overdrev,Græsland/Overdrev
496582,6230,62,Surt overdrev,Græsland/Overdrev
496583,6230,62,Surt overdrev,Græsland/Overdrev
496584,6230,62,Surt overdrev,Græsland/Overdrev
496585,6230,62,Surt overdrev,Græsland/Overdrev
496586,6230,62,Surt overdrev,Græsland/Overdrev
496587,6230,62,Surt overdrev,Græsland/Overdrev
496588,6230,62,Surt overdrev,Græsland/Overdrev
496589,6230,62,Surt overdrev,Græsland/Overdrev
496590,6230,62,Surt overdrev,Græsland/Overdrev
496591,6200,62,NA,Græsland/Overdrev
496592,6200,62,NA,Græsland/Overdrev
496593,6230,62,Surt overdrev,Græsland/Overdrev
496594,6200,62,NA,Græsland/Overdrev
496595,6230,62,Surt overdrev,Græsland/Overdrev
496596,6230,62,Surt overdrev,Græsland/Overdrev
496597,6230,62,Surt overdrev,Græsland/Overdrev
496598,6230,62,Surt overdrev,Græsland/Overdrev
496599,6230,62,Surt overdrev,Græsland/Overdrev
496600,6200,62,NA,Græsland/Overdrev
496601,6230,62,Surt overdrev,Græsland/Overdrev
496602,6230,62,Surt overdrev,Græsland/Overdrev
496603,6230,62,Surt overdrev,Græsland/Overdrev
496604,6230,62,Surt overdrev,Græsland/Overdrev
496605,6200,62,NA,Græsland/Overdrev
496606,6230,62,Surt overdrev,Græsland/Overdrev
561818,6230,62,Surt overdrev,Græsland/Overdrev
561827,4030,40,Tør hede,Hede
561829,6230,62,Surt overdrev,Græsland/Overdrev
561855,6230,62,Surt overdrev,Græsland/Overdrev
561860,6230,62,Surt overdrev,Græsland/Overdrev
561869,6230,62,Surt overdrev,Græsland/Overdrev
561881,6230,62,Surt overdrev,Græsland/Overdrev
561890,6230,62,Surt overdrev,Græsland/Overdrev
561898,6230,62,Surt overdrev,Græsland/Overdrev
561908,6230,62,Surt overdrev,Græsland/Overdrev
561919,6230,62,Surt overdrev,Græsland/Overdrev
561923,6230,62,Surt overdrev,Græsland/Overdrev
561927,NA,NA,NA,NA
561932,6230,62,Surt overdrev,Græsland/Overdrev
561938,4030,40,Tør hede,Hede
561943,6230,62,Surt overdrev,Græsland/Overdrev
561955,6230,62,Surt overdrev,Græsland/Overdrev
561960,NA,NA,NA,NA
561968,6230,62,Surt overdrev,Græsland/Overdrev
561981,NA,NA,NA,NA
561992,NA,NA,NA,NA
562000,6230,62,Surt overdrev,Græsland/Overdrev
562004,6230,62,Surt overdrev,Græsland/Overdrev
562008,6230,62,Surt overdrev,Græsland/Overdrev
562015,6230,62,Surt overdrev,Græsland/Overdrev
562020,6230,62,Surt overdrev,Græsland/Overdrev
562025,6230,62,Surt overdrev,Græsland/Overdrev
562028,6200,62,NA,Græsland/Overdrev
562034,6230,62,Surt overdrev,Græsland/Overdrev
562037,NA,NA,NA,NA
562041,6230,62,Surt overdrev,Græsland/Overdrev
562044,6230,62,Surt overdrev,Græsland/Overdrev
562045,6230,62,Surt overdrev,Græsland/Overdrev
562048,6230,62,Surt overdrev,Græsland/Overdrev
562051,6230,62,Surt overdrev,Græsland/Overdrev
574165,6230,62,Surt overdrev,Græsland/Overdrev
574177,6230,62,Surt overdrev,Græsland/Overdrev
574203,6230,62,Surt overdrev,Græsland/Overdrev
574212,NA,NA,NA,NA
574217,6230,62,Surt overdrev,Græsland/Overdrev
550767,9100,91,NA,Klipper
550768,6230,62,Surt overdrev,Græsland/Overdrev
550769,6200,62,NA,Græsland/Overdrev
550770,9100,91,NA,Klipper
550771,6230,62,Surt overdrev,Græsland/Overdrev
550772,6400,64,NA,Kær/Mose/Eng
550773,6200,62,NA,Græsland/Overdrev
550774,6200,62,NA,Græsland/Overdrev
550775,6400,64,NA,Kær/Mose/Eng
550776,6200,62,NA,Græsland/Overdrev
550777,6200,62,NA,Græsland/Overdrev
550778,6200,62,NA,Græsland/Overdrev
550779,6200,62,NA,Græsland/Overdrev
550780,6230,62,Surt overdrev,Græsland/Overdrev
550781,6200,62,NA,Græsland/Overdrev
550782,6230,62,Surt overdrev,Græsland/Overdrev
550783,6230,62,Surt overdrev,Græsland/Overdrev
550784,6230,62,Surt overdrev,Græsland/Overdrev
550785,6230,62,Surt overdrev,Græsland/Overdrev
550786,6230,62,Surt overdrev,Græsland/Overdrev
550787,6200,62,NA,Græsland/Overdrev
550788,6230,62,Surt overdrev,Græsland/Overdrev
550789,6230,62,Surt overdrev,Græsland/Overdrev
550790,6230,62,Surt overdrev,Græsland/Overdrev
550791,6230,62,Surt overdrev,Græsland/Overdrev
550792,6200,62,NA,Græsland/Overdrev
550793,9100,91,NA,Klipper
550794,6230,62,Surt overdrev,Græsland/Overdrev
550795,6230,62,Surt overdrev,Græsland/Overdrev
550796,9100,91,NA,Klipper
550797,6230,62,Surt overdrev,Græsland/Overdrev
550798,6400,64,NA,Kær/Mose/Eng
550799,6200,62,NA,Græsland/Overdrev
550800,9100,91,NA,Klipper
550801,7200,72,NA,Kær/Mose/Eng
